ID,Title,Location,Salary,Summary
,AI Research Engineer,서울,,"PyTorch, Caffe, and MxNet - Strong programming skills with Python and C/C++ - Experiences in programming and testing in Linux..."
,시스템 엔지니어 모집,서울 구로구,,"경험 - 컨테이너 기술을 이용한 운영 경험 - 오픈소스 기반을 활용한 시스템 구축 경험 - 개발 언어 지식 ( Python, Ansible 등) * 국가보훈대상자 및 장애인은 관련법령에 의거하여 우대합니다. * 서류전형 합격..."
,[INEEJI]예측/최적화 서비스 AI 엔지니어/프론트엔드 개발자,성남 수정구,,"개발자 모집직무 인공지능(AI)·빅데이터, 인공지능(AI), 머신러닝, Python, 빅데이터, TensorFlow, 웹개발, 프론트엔드, Python, 백엔드, Java·JSP 모집학력 대학교(4년) 인터넷·IT·통신·모바..."
,보안 검수/분석 담당자 모집,서울 구로구,,"3년 이상의 모의해킹 경험(웹, 모바일 애플리케이션 등) - 한 가지 이상의 언어의 개발능력 보유 ( Python, Go 등 ) - ARM, X86 아키텍처 환경의 리버스 엔지니어링 경험 우대조건 - 게임 모의해킹 또는..."
,[TmaxOS/R&D] OS부문 개발자,성남 분당구,,솔루션 개발 [주 사용 언어] - C/C++ - JavaScript/TypeScript - Java - Python 자격요건 (공통) 해외 여행에 결격 사유가 없는 자 - 4년제 대졸(학사) 이상 / 기졸업자 또는 23년...
,"2022년 상반기 주식회사 쏘마 전 개발 직군 (백엔드, 프론트엔드 외 신입/경력 정규직)",성남 분당구,,트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공...
,Data Engineer 신입사원,서울 강남구,,"분류, 개인정보 비식별화, 불량 코퍼스 필터링 등 다양한 ML 프로젝트 (예정)[자격요건]- Julia / Python / R 중에서 자신 있는 프로그래밍 언어가 있는 분- 하나의 데이터도 놓치지 않고 꼼꼼하게 관리할 수..."
,Developer / Designer recruit,서울 논현동,,"language (i.e Python, Ruby, Java, .Net... High proficiency in Python... knowledge... least one Python web framework..."
,2022 서울로봇아카데미 교육생,서울 강남구,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷...
,패션고 추천모델링 연구 개발,성남 판교역,,"튜닝, AB테스트, 결과 해석 등) - 리눅스 환경에서 머신 러닝 및 데이터 분석 관련 언어, 라이브러리( Python, R, SQL, tensorflow 등) 능숙한 활용 - 통계, 머신 러닝 등 관련 분야(통계학,산업..."
,MongoDB 담당자 영입,성남 분당구,,자세히 보기- 카카오페이 크루가 일하는 방법 자세히 보기- 카카오페이 문화에 대해 더 알아보기﻿ 인터넷·IT·통신·모바일·게임>데이터베이스·DBA>Oracle DB|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
,[실내배송로봇 연구개발] - Robotics Software Engineer 외,서울 강서구,,로보틱스 기술 분야에 대한 이해 및 개발 경험- C / C++ or Python 이해 및 개발 능숙[우대사항]- 실내 자율 주행 개발 프로젝트 수행... 개발 경험- C / C++ or Python 이해 및 개발 능숙[우대사항...
,[디엠씨코넷] 메타버스 구축 위한 XR 콘텐츠 프로그래밍 과정 교육생,서울,,인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머>증강...
,데이터 애널리스트 (Data Analyst),서울 영등포구,,"AWS Sagemaker 언어: Python, SQL 자격 요건 SQL... 리포팅 툴을 자유자재로 활용하실 수 있으셔야 합니다. 프로그래밍 언어( Python/R, etc)를 활용하여 데이터 분석을 원활하게 수행할 수 있으셔야..."
,일반직 경력직원 모집[정보보안 전문가],서울 여의도,,"분야 학위 전공자 ㆍSIEM 및 보안장비 운영 경험자 ㆍ정보보호 관제분야 실무 경험 ㆍC++, JAVA, Python 등 개발 경력 주1) 0명 채용 예정(인원은 변경 가능) 주2) [필요기술] 中 최소 1개 이상 충족할..."
,AI Frameworks Engineer,서울,,experience in deep learning frameworks Programming with Python or Shell script Experience with large-scale software projects...
,하반기 경력사원 공개,경기도 용인,,"규직 자격요건 - 학사 이상, 경력 3년 이상 - 리눅스환경/프로그래밍 활용능력 보유 (C＋＋, Java, Python) - 웹/모바일 기반 응용 프로그램 개발 경력 우대 - ROS/ROS2 프로그램 개발 경력 우대 주요업무..."
,딥러닝 AI 개발 연구원,성남 수정구,,시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
,[데이터 프로덕트] MLOps 개발자,성남 판교역,,"년 이상 또는 관련 분야 학위(석사/박사) 소지 ⁃ 필수 언어/도구: kubernetes, docker, python, shell script, YAML, git #우대사항 ⁃ 대용량 실시간 서비스 개발, 운영 경험이 있으..."
,2022년 상반기 정보보안 엔지니어 - 악성코드 파트,서울 금천구,"연봉 30,000,000원 - 60,000,000원","Top 10에 대한 설명과 구현/조치 가능 - 국내 컴플라이언스 대응 경험(주요정보통신기반시설 가이드 등) - Python 활용자 - Kali 및 Metasploit 경험자 - 군필자, 경력자, 관련 학과 졸업자 우대 인터넷..."
,[포티투마루] 인공지능(AI) 챗봇사업부 전 직군,서울 서초구,,바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>자연어처리|인터넷·IT·통신·모바일·게임>빅데이터...
,C++ Developer for High-Performance Cloud Database,서울,,"multi-thread programming • Experience in SQL, Python, Git • Experienced... development on Linux environment..."
,(인천 송도) 인공지능(AI)분야 Python 개발 인력,인천 연수구,,"송도) 인공지능(AI)분야 Python 개발 인력 구인 모집부문 및 자격요건 모집부문개발 모집직무인공지능(AI)·빅데이터, 솔루션·SI·ERP·CRM, 인공지능(AI), 소프트웨어개발, Python, TensorFlow 모집..."
,2022년 스마트팩토리(인공지능) 전문인력양성 교육생,서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
,2022년 상반기 정보보안 엔지니어 - 취약점파트,서울 금천구,"연봉 30,000,000원 - 60,000,000원","Top 10에 대한 설명과 구현/조치 가능 - 국내 컴플라이언스 대응 경험(주요정보통신기반시설 가이드 등) - Python 활용자 - Kali 및 Metasploit 경험자 - 군필자, 경력자, 관련 학과 졸업자 우대 인터넷..."
,"S/W 엔지니어, 데이터분석 신입/경력 정규직, 인턴",성남 분당구,,"케이션 제작 및 유지보수 업무- Python, Golang, QT 중 선택... 2. 시스템프로그래머- Python, Golang, QT 중 선택 가능3. 영상데이터 분석 및 모델링- python기반 영상데이터 분석 및 모델링..."
,Senior Data Scientist,서울,,"tools Experienced in high-level programming languages ( Python preferred) Knowledge in SQL, working with queries and large..."
,"웹개발, HTML·DHTML·mHTML 외 신입/경력 계약직",세종특별자치시 세종,"월급 2,200,000원",통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
,네트워크 엔지니어 모집,서울 구로구,,"네트워크 설계, 구축, 운영 경험 - 오픈소스 기반의 네트워킹 솔루션 설치 및 운영 - 개발 언어 지식 ( Python, Ansible 등) - CCIE 자격증 소지자 * 국가보훈대상자 및 장애인은 관련법령에 의거하여 우대합..."
,Data 분야 경력,서울,,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
,딥러닝 통한 인공지능 솔루션 개발자,서울 송파구,"연봉 40,000,000원 - 50,000,000원",무관 (신입도 지원 가능)ㆍ기계학습과 딥러닝에 대한 전문 지식을 갖추고 관련 프로젝트 경험이 있으신 분ㆍ Python 기반의 머신러닝 프레임워크 사용 경험이 있으신 분ㆍ딥러닝 기반의 인공지능 솔루션 개발 경험이 있으신 분 1...
,SCM혁신 신입/경력 사원 공개채용,서울 신천동,,"system 유경험자 및 다양한 데이터 분석 및 분석툴 활용 유경험자 우대(Power BI, Tableau, Python, Visual Basic 등) 김천 상세보기 전형절차 - 지원서 접수 > 서류전형 > 직무적성..."
,Offline to Online (O2O) / App Member Analyst Manager - Nike...,서울,,"Visualization tools, Database clients (SQL), statistical tools, Python for data, Web analytics, clickstream, etc. SQL skills..."
,[CA] 웹 스크래핑 엔지니어,성남 분당구,,정형 데이터 파싱에 조예가 깊은 분· 웹 서비스 구축 역량을 지닌 분· Java 언어 실무 경험이 있는 분· Python 등의 스크립트 언어 실무 경험이 있는 분< 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷...
,Machine Learning R&D 연구원,서울 서초구,,"가능) ㆍ최신 딥러닝, 기계학습 이론에 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++, TensorRT 등 프로그래밍 실무... 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++..."
,"2022년 제3차 직원(사무직,업무직)",서울 동대문구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
,Python Developer (Internal Product),서울 강남구,,합류하게 될 팀에 대해 알려드려요토스의 Python Developer는 팀 또는... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>통신·모바일>서비스기획·운영|인터넷...
,네트워크 보안 담당자 채용,서울 중학동,,"정보보안기사 등 관련 자격증을 보유하신 분 - 포렌식 업무 경험 또는 관련 자격증을 보유하신 분 - Java, Python 등 프로그래밍 언어가 능숙하신 분 근무조건 [근무조건] - 근무형태 : 정규직 - 모집인원 : 명..."
,데이터분석 전문가 모집,서울 남대문로5가,,"Data Studio R Python 담당 직무 11번가 데이터분석팀에... 용한 데이터 시각화 업무 경험이 있으신 분 •데이터 분석을 위한 R, Python등 프로그래밍 언어 활용이 가능하신 분 근무지 서울 스퀘어 지원..."
,파이썬 개발자 초중급 이상,서울 서초구,,전형 접수방법 채용시 접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python
,플랫폼 콘텐츠 품질 관리자,서울 서초구,,"미지 파일 이름 일괄 변환, 조건부 추출)- Chatbot 처리 결과 데이터 가공 자동화 [자격 요건]- Python, Java 등 프로그래밍을 할 수 있는 분- 데이터 추출, 변환, 분석, 학습 등의 과정을 통해 업무 효율..."
,보안개발(자동화) 담당자 모집,서울 구로구,,있으신 분 - Git 사용 경험이 있으신 분 - 원활한 커뮤니케이션 능력을 보유하신 분 우대조건 - Python Django 기반 백엔드 개발 경험 - Vue.js / React / Angular등 프론트엔드 프레임...
,[TmaxEdu/R&D] Edu 연구 개발자,성남 분당구,,"CSS, JavaScript, TypeScript [Server 개발(사용 언어)] - Java, Python, SQL [Framework(사용 언어)] - React.js, Spring [입사 지원 시 참고 사항..."
,Market Research 담당자 채용,서울 중학동,,"숙한 대내외 커뮤니케이션이 가능한 분 [우대사항] - 통계분석 및 프로그래밍 언어 역량을 보유하신 분(R, python, Data studio, SPSS, Tableau, etc) - SQL 쿼리사용 가능하신 분 - 영어로..."
,"전사 협업 플랫폼(Jira, Confluence, Slack) 운영 담당자 영입",성남 백현동,,"개발 경력 3년 이상, 전산 관련 학과 학사 이상 또는 동일한 자격을 보유하신 분 - Java, kotlin, python, Javascript(node.js) 등 하나 이상의 언어에 익숙하고, 개발 백그라운드가 있으신 분..."
,Machine Learning Engineer Intern - Korea,서울,,"Fluent... least one programming language including Python, Java, and Golang. Fluent in speaking and writing both Korean..."
,클라우드 기술지원 엔지니어,성남 판교역,,"Linux, Windows Server 트러블 슈팅 숙련자 - 2년 이상의 개발 경험자 (PHP, Python 등) - 아래 기술 분야 중 1개 이상의 풍부한 지식 및 운영 경험 보유자... Open Source..."
,[뉴플랫폼기술] 클라우드 엔지니어(보안),성남 분당구,,"운영 경험이 있는 분· 하나 이상의 프로그래밍 언어(Javascript, Python, Go 등)에 익숙한 분· 클라우드 보안 아키텍쳐(IAM, SG... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
,"[양재역] AI/빅데이터 Data Scientist (석,박사)",서울 서초구,,"능력 - 데이터를 읽고 쓰고 살펴보기 위한 프로그래밍 코딩(예. R, Python, MatLab, TensorFlow 등)의 이해와 활용능력 - 데이... 프로그래밍 코딩(예. R, Python, MatLab, TensorFlow..."
,[빅데이터플랫폼] 데이터 엔지니어,성남 분당구,,"Hadoop, Kafka, Flink 등을 사용한 대용량 데이터 처리에 능숙한 분· Java, Kotlin, Python 중 하나 이상의 언어에 익숙한 분· 총 경력이 3년 이상인 분 인터넷·IT·통신·모바일·게임>데이터베이..."
,데이터 엔지니어 - Global Leading Consulting Firm,서울,,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>하둡(Hadoop)|인터넷·IT·통신·모바일·게임...
,Data Engineer (Elasticsearch),서울 강남구,,JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석...
,[NHN DATA] 데이터처리 플랫폼 개발자 경력,성남 분당구,,"분석 경험- 데이터 기반의 문제해결 역량 및 논리적 사고- Java, Python, Scala 중 최소 1가지 언어를 이용한 데이터 분석 및 소프트웨... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
,백엔드 플랫폼 개발 유지보수,경기도 성남,,"Phoenix DB 개발 유지 보수 [ 자격요건] - 경력 4년 이상이신 분 - PHP, Java, Python, Apache, Html5, MySQL Javascript, Linux 등 웹서비스 개발 지식과 경험이..."
,[하나금융융합기술원] Computer Vision 경력사원 모집,인천 청라동,,"딥러닝 프레임워크(TensorFlow, PyTorch등) 기반 컴퓨터비전 연구개발 경험 · 프로그래밍( Python, C/C++ 등) 능력 [우대사항] ·컴퓨터 그래픽스 이해/구현/활용 경험 ·AI관련 최신 논문의 이해/구현..."
,[신입/경력] 의료영상/음성인식/생체신호 연구원,서울 서초구,,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
,"Customer Engineer, Data Analytics, Google Cloud",서울 강남구,,"writing code in a common development language (e.g., Java, Python, JavaScript, C++, Scala, R, Go, etc.). 인터넷·IT·통신·모바일·게임>응용프..."
,WebRTC UC & Collaboration Frontend & Backend Developer,서울,,"js, React-native, Python Preferred domain... 언어: Node.js, React.js, React-native, Python 선호 기술 분야: 퍼블릭 클라우드 데브옵스, 쿠버네티스, DB 최적화..."
,클라우드 분야 경력,서울,,"가능하신 분 ② 인프라 운영에 필요한 기본적인 스크립트 작성 능력 보유 - ShellScript, Python, Java 등 우대사항(해당 내용 중 1개 이상) - 대용량 데이터베이스 운영 경험 - OGG, SharePlex..."
,Data Engineer (토스뱅크),서울 강남구,,"환경에서 대용량의 데이터를 실시간으로 분산처리하여 데이터 기반 토스뱅크 서비스에 기여해요.동료들의 분석환경( Python, SAS, ML 등)을 모두 지원가능한, 쉽게 조회가 가능한 데이터 플랫폼을 구축해요. 인터넷·IT·통신..."
,CSS Modeler,서울 강남구,,신용평가에 적용할 수 있는 방안을 연구해요. 인터넷·IT·통신·모바일·게임>HTML·퍼블리싱·UI개발>css|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
,8퍼센트 개발자 (신입/경력),서울 종로구,,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
,[취업연계] AI 클라우드/메타버스 영상인식 교육생,부산,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷...
,"Student Training in Engineering Program (STEP) 2022, People...",대한민국,,"Computer Science or a related field. Programming experience in Java, Python, C... C++. About the job Student Training..."
,플랫폼 서비스운영 SRE 모집,성남 판교역,,"CD, Terraform 등의 Provisioning 자동화 구현 - Python, Shell, Powershell 등의 Server side 자동화... DNS 동작 원리 이해 - Python, Shell, Powershell..."
,게임서비스 운영 SRE 모집,성남 판교역,,"patterns에 대한 경험, 지식 & 기술 보유 - Cloud/OS/Network/Script( Python, Bash, Powershell)에 대한 이해, 활용 Cloud Architecture 영역 - 다양한(또는 특정..."
,[플레이채팅 유닛(CIC)] 서버 개발자 영입,성남 판교역,,"분 AWS, GCP등의 클라우드 기반에서 개발 경험 있으신 분 C++, Java, Kotlin, Go, Python, Javascript 등 하나 이상의 프로그래밍 언어에 능숙하신 분 논리적이고 체계적인 문제 해결 능력 및..."
,[LFmall] 데이터 처리 및 분석,서울 강남구,,"수집 및 분석 이런 경험을 가진 분을 찾습니다. · 학사 이상· 관련 경험이 4년 이상 있는 분· R, Python, Spark를 이용한 데이터 프로세싱 경험이 있는 분· 통계 기본 지식 및 모델링에 대한 활용 경험이 있는..."
,데이터 사이언티스트 모집,서울 구로구,,"이에 준하는 경험을 보유하신 분 - 정형/비정형 데이터 분석 및 모델링을 해 보신 분 - 통계 분석 도구 ( Python, Tensorflow, Tableau 등) 및 SQL 사용 가능하신 분 - 다양한 직군의 사람들과 원활한..."
,클라우드 (DevOps 엔지니어),서울 마포구,,인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터...
,스마트폰 어플리케이션(App) 경력 정규직,성남 분당구,,"혹은 그에 준하는 실력 • Android, iOS에서 충분한 개발 경험 • Java, javascript 또는 Python 언어로 APP 개발 경험 보유 • RESTful API 연동 경험자 • 클라우드 기반 아키텍처 설계..."
,카카오커머스 데이터 분석 엔지니어 모집,성남 판교역,,"지원자격 데이터 엔지니어 경력 3년 이상 Spark 중급 이상 사용자 프로그램 개발(Java, Scala, Python 등) 중급 이상 기술 보유자 대용량 데이터에 대한 실시간/배치 서비스 개발 운영 경험자 우대사항..."
,[신입/경력] 검색서비스개발 담당자,서울 양천구,,"무응시자격검색서비스개발신입/경력(1~5년)- 검색데브옵스 개발- 검색서비스 운영- NodeJS, Java, Python, Golang 중 한가지 이상 개발 경험자- Java Spring, Docker, Git, AWS에 대한..."
,기계학습 기반 언어이해기술 개발자,서울 중구,,"및 응용 역량- 학습 코퍼스 기반 멀티도메인 언어이해 모델 개발 역량- C/C++ 개발 역량, JAVA/ Python 개발 가능- 기계학습기반 언어이해 엔진/모델 개발 경험- AI Agent 서비스에서 멀티 도메인 (task..."
,정보보호 담당자,서울 구로구,,및 금융감독원 등 규제기관 검사 대응 경험자 - 정보보안(시스템/네트워크/개발 보안) 지식 보유자 - Python/JAVA 등 프로그래밍 개발 역량 보유자 - 원활한 커뮤니케이션 능력 보유자 전형방법 - 서류전형...
,웹시스템 및 솔루션 분야 프로그래머 및 웹퍼블리셔,서울 금천구,,"년 이하)학력사항: 대학(2,3년)졸업 이상직무기술: 웹프로그래밍, 웹개발, 자바, JQUERY, AJAX, PYTHON, 리눅스, SPRING, JAVASCRIPT, MYSQL, MYBATIS, 응용프로그래밍, 응용프로그램..."
,(주)제때 2022년 하반기 대졸공채,서울 중구,"연봉 40,000,000원 - 50,000,000원",C#|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|유통·물류·운송·운전>운송·물류>물류관리|유통·물류·운송·운전>운송·물류>입출고관리|유통·물류·운송·운전...
,VOD 소비패턴 분석 및 서비스개선,경기도 성남,,"궁금하신 분 - B2C 서비스 데이터 분석 및 핸들링 경험이 있으신 분 - SQL, Excel R, Python, Tableau 등을 이용하여 데이터 추출/분석/시각화 가능하신 분 - 데이터 분석을 기반한 마케팅 경험이 있으신 분"
,IT Ops Engineer,서울 강남구,,기반으로 한 다양한 자동화 프로세스들을 수립 및 개발해요. 인터넷·IT·통신·모바일·게임>응용프로그래머>API|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드
,딥러닝 영상처리 소프트웨어 개발자,서울 성동구,"연봉 30,000,000원 - 35,000,000원","C, C++, C#, WPF, Python 언어 등 개발 - 개발 프로젝트... 개발- 영상처리 알고리즘 개발 경험자- C, C++, C#, WPF, Python 언어 등 개발- 개발 프로젝트 실무 경험 우대 -> TCP, UDP..."
,[3년 이상] Analytics/Data Angineer,서울 중구,,"RDB/No-SQL(Mongo, Redis)에 대한 이해 및 경험 Python... React 개발 경험 Hadoop, Spark 등 분산... 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python"
,"Solutions Architect, [Recruiting Event : 6/13 – 7/10]",서울,,"Container기반 등)에 대한 설계, 구축, 운영 경험이 있는 분 OR 하나 이상의 최신기술 언어( Python, Java, Node.js 등)를 이용한 Web 서비스 설계/개발/운영 경험이 있는 분 Job summary..."
,"Customer Engineer, Data Analytics, Google Cloud",서울,,"writing code in a common development language (e.g., Java, Python, JavaScript, C++, Scala, R, Go, etc.). About the job..."
,데이터사업 신입사원 채용,서울 순화동,,"우대사항 L-TAB / 면접유형 담당업무 근무지 데이터사업 (0명) 데이터분석 관련 전공 R, Python 활용 가능자 L-TAB : 인적성진단(온라인) 면접유형 : 역량면접, PT면접, 인성면접 데이터..."
,"Software Engineer, Camera 3A",서울,,"driver, hal, framework, and application. Experience in any of Python, Halide, and Neon programming. About the job Google..."
,Altibase 엔지니어 영입,성남 분당구,,이터베이스·DBA>데이터베이스개발자|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>NoSQL|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>AWS|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
,"클레온 백엔드 개발자 경력직, 정규직",서울 중구,,"및 직급/직책]근무부서: 개발팀직급/직책: 팀원 [자격요건]• 최소 1년 이상의 실무 경험이 있으신 분• Python, Typescript, Node.js 등 하나 이상에 대한 프로그래밍 실무 경험이 있으신 분• 기본적인..."
,Recruitment for RTL Verification Engineer,서울,,"ACE) protocol 경험 Verilog HDL, SystemVerilog 사용 경험 Perl, Python 등의 script 사용 경험 UVM 검증 관련 경력자 우대 UVM 검증 경험이 없어도 하만 내부 교육..."
,[신사업부문] Data Scientist (데이터분석) 경력채용,서울,,"분 - 세그먼트 추출, 스코어 모델, 예측 모델, 마케팅 자동화 구축 경험이 있는 분 - SQL, R, Python, MS Excel 및 프로젝트 관리 도구 사용이 익숙하신 분 - Platform 비지니스에 대한 이해, 사업..."
,[EY한영] 전략·재무자문본부 가치평가팀 파생상품 경력직 모집,서울 영등포구,,"사항] - 금융공학/수학/컴퓨터공학/산업공학 관련 전공자 - 파생상품 평가관련 지식 보유자 - C++/C, Python, VBA 활용 개발 유경험자 [전형절차] - 1차 서류 심사 - 2차 실무/임원 면접 *서류..."
,리테일영업팀,서울 강남구,,유통·물류·운송·운전>유통·상품기획·MD>리테일MD|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI...
,ASUM 광고 플랫폼 개발자,서울 중구,,배치 작업 개발 경험원활한 협업 능력자격요건 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
,ML Engineer (토스뱅크),서울 강남구,,모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL
,카드 업무자동화 개발 및 운영 경력사원 채용,서울 상암동,,"0명) [필수사항] ㅇ RPA 개발 및 운영 2년 이상 경험자 ㅇJava, Javascript, C#, Python 개발 경험 [우대사항] ㅇ 다양한 RPA 시스템 개발 및 구축 경험자 ㅇ금융권 여신업무 개발 및 운영 2..."
,AI Edge Device 임베디드 SW 개발자,성남 분당구,,"기반 소프트웨어 개발 경험 - Python 프로그래밍 가능자 주식회사 디텍... 기반 소프트웨어 개발 경험- Yocto 기반 소프트웨어 개발 경험- Python 프로그래밍 가능자[우대사항]전공계열: 공학계열, 자연과학계열 0 명..."
,"Solutions Architcet 전문가 (과장/이사급 10명 이상) , 아마존 AWS (강남 테헤란로",서울 강남구,,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
,Developer Associate,서울,,"Experience in multi-thread programming Experience in SQL, Python, Git Experienced... development on Linux environment..."
,시스템보안 담당자 채용,서울 중학동,,"경험 보유 우대사항 - AWS, Azure 등 클라우드 환경의 보안서비스 운영 경험자 - Java, Python 등 프로그래밍 언어 능숙자 근무조건 [근무조건] - 근무형태 : 정규직 - 모집인원 : 명 - 근무지..."
,[농심ENG] 신입/경력사원 정기채용,서울 신대방동,,"프로세싱 알고리즘 개발 경험자 - Open CV, Halcon, Python 사용자 - Vision SW 개발 경험자 - Deep Learning... Open CV, Halcon, Python 사용자 - Vision SW..."
,Scrum Master (Machine Learning),서울,,"Learning Experience in multiple programming languages (e.g, Python, Java, C , C++ etc) Experience in software architecture..."
,가상자산 트레이딩 / 시스템 개발자,서울 강남구,,및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 금융·보험·증권>투자·분석·증권·외환>자산관리|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++
